info,year,title
"{'actors': ['Joey King', 'Selena Gomez', 'Bridget Moynahan'], 'release_date': '2010-07-23T00:00:00Z', 'plot': ""Follows the misadventures of young grade schooler Ramona Quimby from Beverly Cleary's popular children's book series."", 'genres': ['Adventure', 'Comedy', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk4MTU0MTczM15BMl5BanBnXkFtZTcwNjYzOTI0Mw@@._V1_SX400_.jpg', 'directors': ['Elizabeth Allen'], 'rating': Decimal('6.5'), 'rank': Decimal('2876'), 'running_time_secs': Decimal('6180')}",2010,Ramona and Beezus
"{'actors': ['Bruce Willis', 'Helen Mirren', 'Morgan Freeman'], 'release_date': '2010-09-29T00:00:00Z', 'plot': 'When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.', 'genres': ['Action', 'Comedy', 'Crime', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@._V1_SX400_.jpg', 'directors': ['Robert Schwentke'], 'rating': Decimal('7'), 'rank': Decimal('452'), 'running_time_secs': Decimal('6660')}",2010,Red
"{'actors': ['Robert Pattinson', 'Emilie de Ravin', 'Caitlyn Rund'], 'release_date': '2010-03-01T00:00:00Z', 'plot': ""A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder."", 'genres': ['Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BOTA4MTg1ODkwNF5BMl5BanBnXkFtZTcwMzE5ODAxMw@@._V1_SX400_.jpg', 'directors': ['Allen Coulter'], 'rating': Decimal('7'), 'rank': Decimal('969'), 'running_time_secs': Decimal('6780')}",2010,Remember Me
"{'actors': ['Jude Law', 'Forest Whitaker', 'Alice Braga'], 'release_date': '2010-03-19T00:00:00Z', 'plot': 'Set in the near future when artificial organs can be bought on credit, it revolves around a man who struggles to make the payments on a heart he has purchased. He must therefore go on the run before said ticker is repossessed.', 'genres': ['Action', 'Crime', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA4MTUxODM0MV5BMl5BanBnXkFtZTcwMDg3MTgwMw@@._V1_SX400_.jpg', 'directors': ['Miguel Sapochnik'], 'rating': Decimal('6.2'), 'rank': Decimal('2633'), 'running_time_secs': Decimal('6660')}",2010,Repo Men
"{'actors': ['Milla Jovovich', 'Ali Larter', 'Wentworth Miller'], 'release_date': '2010-09-02T00:00:00Z', 'plot': 'While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors who want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.', 'genres': ['Action', 'Adventure', 'Horror', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkxNzM3OTg5OF5BMl5BanBnXkFtZTcwMDA5MDA2Mw@@._V1_SX400_.jpg', 'directors': ['Paul W.S. Anderson'], 'rating': Decimal('5.8'), 'rank': Decimal('858'), 'running_time_secs': Decimal('5820')}",2010,Resident Evil: Afterlife
"{'actors': ['Russell Crowe', 'Cate Blanchett', 'Matthew Macfadyen'], 'release_date': '2010-05-12T00:00:00Z', 'plot': 'In 13th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.', 'genres': ['Action', 'Adventure', 'Drama', 'History'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_SX400_.jpg', 'directors': ['Ridley Scott'], 'rating': Decimal('6.7'), 'rank': Decimal('1022'), 'running_time_secs': Decimal('8400')}",2010,Robin Hood
"{'actors': ['Stephen Spinella', 'Roxane Mesquida', 'Wings Hauser'], 'release_date': '2010-05-15T00:00:00Z', 'plot': 'When Robert, a tire, discovers his destructive telepathic powers, he soon sets his sights on a desert town; in particular, a mysterious woman becomes his obsession.', 'genres': ['Comedy', 'Horror'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU2Nzg2NDQ2Nl5BMl5BanBnXkFtZTcwMDk5MjMzNA@@._V1_SX400_.jpg', 'directors': ['Quentin Dupieux'], 'rating': Decimal('5.7'), 'rank': Decimal('3116'), 'running_time_secs': Decimal('4920')}",2010,Rubber
"{'actors': ['Angelina Jolie', 'Liev Schreiber', 'Chiwetel Ejiofor'], 'release_date': '2010-07-19T00:00:00Z', 'plot': 'A CIA agent goes on the run after a defector accuses her of being a Russian spy.', 'genres': ['Action', 'Crime', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_SX400_.jpg', 'directors': ['Phillip Noyce'], 'rating': Decimal('6.4'), 'rank': Decimal('787'), 'running_time_secs': Decimal('6000')}",2010,Salt
"{'actors': ['Tobin Bell', 'Costas Mandylor', 'Betsy Russell'], 'release_date': '2010-10-21T00:00:00Z', 'plot': ""As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror."", 'genres': ['Crime', 'Horror'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjI0NTEwNTgwNF5BMl5BanBnXkFtZTcwMDM5MTU5Mw@@._V1_SX400_.jpg', 'directors': ['Kevin Greutert'], 'rating': Decimal('5.5'), 'rank': Decimal('1380'), 'running_time_secs': Decimal('5400')}",2010,Saw 3D
"{'actors': ['Michael Cera', 'Mary Elizabeth Winstead', 'Kieran Culkin'], 'release_date': '2010-07-27T00:00:00Z', 'plot': ""Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart."", 'genres': ['Action', 'Comedy', 'Fantasy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_SX400_.jpg', 'directors': ['Edgar Wright'], 'rating': Decimal('7.5'), 'rank': Decimal('328'), 'running_time_secs': Decimal('6720')}",2010,Scott Pilgrim vs. the World
"{'actors': ['Diane Lane', 'John Malkovich', 'Margo Martindale'], 'release_date': '2010-09-30T00:00:00Z', 'plot': 'Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.', 'genres': ['Drama', 'Family', 'History', 'Sport'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTgwNDkyMDU3NV5BMl5BanBnXkFtZTcwNjMyNjI4Mw@@._V1_SX400_.jpg', 'directors': ['Randall Wallace'], 'rating': Decimal('7'), 'rank': Decimal('4119'), 'running_time_secs': Decimal('7380')}",2010,Secretariat
"{'actors': ['Ayrton Senna', 'Alain Prost', 'Frank Williams'], 'release_date': '2010-10-07T00:00:00Z', 'plot': 'A documentary on Brazilian Formula One racing driver Ayrton Senna, who won the F1 world championship three times before his death at age 34.', 'genres': ['Documentary', 'Biography', 'Sport'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc5MTUzOTAxMl5BMl5BanBnXkFtZTcwODQzMjg3NA@@._V1_SX400_.jpg', 'directors': ['Asif Kapadia'], 'rating': Decimal('8.5'), 'rank': Decimal('2135'), 'running_time_secs': Decimal('6360')}",2010,Senna
"{'actors': ['John Cusack', 'Li Gong', 'Yun-Fat Chow'], 'release_date': '2010-06-10T00:00:00Z', 'plot': ""A '40s period piece which revolves around an American expat who returns to Shanghai in the months before Pearl Harbor due to the death of his friend."", 'genres': ['Drama', 'Mystery', 'Romance', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk4NDU4MDgwOF5BMl5BanBnXkFtZTcwNzA0NDE4MQ@@._V1_SX400_.jpg', 'directors': ['Mikael Hafstrom'], 'rating': Decimal('6.4'), 'rank': Decimal('3066'), 'running_time_secs': Decimal('6300')}",2010,Shanghai
"{'actors': ['Jay Baruchel', 'Alice Eve', 'T.J. Miller'], 'release_date': '2010-03-11T00:00:00Z', 'plot': 'An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.', 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkwMTY5ODA1MF5BMl5BanBnXkFtZTcwODYyNzAxMw@@._V1_SX400_.jpg', 'directors': ['Jim Field Smith'], 'rating': Decimal('6.4'), 'rank': Decimal('209'), 'running_time_secs': Decimal('6240')}",2010,She's Out of My League
"{'actors': ['Julianne Moore', 'Jonathan Rhys Meyers', 'Jeffrey DeMunn'], 'release_date': '2010-03-27T00:00:00Z', 'plot': ""A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished."", 'genres': ['Horror', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM3Njk3ODA2M15BMl5BanBnXkFtZTcwNzUzOTMxOQ@@._V1_SX400_.jpg', 'directors': ['Mans Marlind', 'Bjorn Stein'], 'rating': Decimal('6'), 'rank': Decimal('1156'), 'running_time_secs': Decimal('6720')}",2010,Shelter
"{'actors': ['Mike Myers', 'Cameron Diaz', 'Eddie Murphy'], 'release_date': '2010-04-21T00:00:00Z', 'plot': 'Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.', 'genres': ['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_SX400_.jpg', 'directors': ['Mike Mitchell'], 'rating': Decimal('6.4'), 'rank': Decimal('1114'), 'running_time_secs': Decimal('5580')}",2010,Shrek Forever After
"{'actors': ['Leonardo DiCaprio', 'Emily Mortimer', 'Mark Ruffalo'], 'release_date': '2010-02-13T00:00:00Z', 'plot': 'Drama set in 1954, U.S. Marshal Teddy Daniels is investigating the disappearance of a murderess who escaped from a hospital for the criminally insane and is presumed to be hiding nearby.', 'genres': ['Drama', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTMxMTIyNzMxMV5BMl5BanBnXkFtZTcwOTc4OTI3Mg@@._V1_SX400_.jpg', 'directors': ['Martin Scorsese'], 'rating': Decimal('8'), 'rank': Decimal('376'), 'running_time_secs': Decimal('8280')}",2010,Shutter Island
"{'actors': ['Eric Balfour', 'Donald Faison', 'Scottie Thompson'], 'release_date': '2010-11-11T00:00:00Z', 'genres': ['Action', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAwNDkwOTc5M15BMl5BanBnXkFtZTcwMTE2MTMwNA@@._V1_SX400_.jpg', 'directors': ['Colin Strause', 'Greg Strause'], 'rating': Decimal('4.4'), 'rank': Decimal('1201'), 'running_time_secs': Decimal('5640')}",2010,Skyline
"{'actors': ['Joel Kinnaman', 'Matias Varela', 'Dragomir Mrsic'], 'release_date': '2010-01-15T00:00:00Z', 'plot': 'When JW becomes a drug runner in order to maintain his double life, his fate becomes tied to two other men: Jorge, a fugitive on the run from both the Serbian mafia and the police, and mafia enforcer Mrado, who is on the hunt for Jorge.', 'genres': ['Action', 'Crime', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMzQ5OTkyNjAxMF5BMl5BanBnXkFtZTcwNTIyNzc5Nw@@._V1_SX400_.jpg', 'directors': ['Daniel Espinosa'], 'rating': Decimal('6.5'), 'rank': Decimal('4056'), 'running_time_secs': Decimal('7440')}",2010,Snabba cash
"{'actors': ['Stephen Dorff', 'Elle Fanning', 'Chris Pontius'], 'release_date': '2010-09-03T00:00:00Z', 'plot': 'After withdrawing to the Chateau Marmont, a passionless Hollywood actor reexamines his life when his eleven-year-old daughter surprises him with a visit.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg1MzE1NDA0M15BMl5BanBnXkFtZTcwODM2MDY1Mw@@._V1_SX400_.jpg', 'directors': ['Sofia Coppola'], 'rating': Decimal('6.3'), 'rank': Decimal('2152'), 'running_time_secs': Decimal('5820')}",2010,Somewhere
"{'actors': ['Francisco Barreiro', 'Adrian Aguirre', 'Miriam Balderas'], 'release_date': '2010-03-15T00:00:00Z', 'genres': ['Drama', 'Horror'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTUxMDQ4MjcwNl5BMl5BanBnXkFtZTcwMTI1MzUwNA@@._V1_SX400_.jpg', 'directors': ['Jorge Michel Grau'], 'rating': Decimal('5.6'), 'rank': Decimal('2861'), 'running_time_secs': Decimal('5400')}",2010,Somos lo que hay
"{'actors': ['Connor Paolo', 'Nick Damici', 'Kelly McGillis'], 'release_date': '2010-09-17T00:00:00Z', 'genres': ['Drama', 'Horror', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg4NTYwNDc0MF5BMl5BanBnXkFtZTcwNDg1NzM5NA@@._V1_SX400_.jpg', 'directors': ['Jim Mickle'], 'rating': Decimal('6.5'), 'rank': Decimal('1602'), 'running_time_secs': Decimal('5880')}",2010,Stake Land
"{'actors': ['Sharni Vinson', 'Rick Malambri', 'Adam G. Sevani'], 'release_date': '2010-08-04T00:00:00Z', 'plot': ""A tight-knit group of New York City street dancers,find themselves pitted against the world's best hip hop dancers in a high-stakes showdown."", 'genres': ['Drama', 'Music', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTcxNDU2NTE4Nl5BMl5BanBnXkFtZTcwNzQ1MTEzMw@@._V1_SX400_.jpg', 'directors': ['Jon M. Chu'], 'rating': Decimal('5.8'), 'rank': Decimal('1365'), 'running_time_secs': Decimal('6420')}",2010,Step Up 3D
"{'actors': ['Edward Norton', 'Milla Jovovich', 'Robert De Niro'], 'release_date': '2010-09-10T00:00:00Z', 'plot': ""A convicted arsonist looks to manipulate a parole officer into a plan to secure his parole by placing his beautiful wife in the lawman's path."", 'genres': ['Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTgxOTk4MDIyOF5BMl5BanBnXkFtZTcwMzI3Nzc3Mw@@._V1_SX400_.jpg', 'directors': ['John Curran'], 'rating': Decimal('5.4'), 'rank': Decimal('2792'), 'running_time_secs': Decimal('6300')}",2010,Stone
"{'actors': ['Nichola Burley', 'Richard Winsor', 'Ukweli Roach'], 'release_date': '2010-05-19T00:00:00Z', 'plot': 'In order to win the Street Dance Championships, a dance crew is forced to work with ballet dancers from the Royal Dance School in exchange for rehearsal space.', 'genres': ['Drama', 'Music', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMzc4MDQ3NzgzNl5BMl5BanBnXkFtZTcwODMwMjc4OQ@@._V1_SX400_.jpg', 'directors': ['Max Giwa', 'Dania Pasquini'], 'rating': Decimal('5.6'), 'rank': Decimal('1210'), 'running_time_secs': Decimal('5880')}",2010,StreetDance 3D
"{'actors': ['Rainn Wilson', 'Ellen Page', 'Liv Tyler'], 'release_date': '2010-09-10T00:00:00Z', 'plot': 'After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, though he lacks for heroic skills.', 'genres': ['Comedy', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTcxMDkxNjI1NF5BMl5BanBnXkFtZTcwMzE5Njc1NA@@._V1_SX400_.jpg', 'directors': ['James Gunn'], 'rating': Decimal('6.7'), 'rank': Decimal('1449'), 'running_time_secs': Decimal('5760')}",2010,Super
"{'actors': ['Jeff Bridges', 'Garrett Hedlund', 'Olivia Wilde'], 'release_date': '2010-11-30T00:00:00Z', 'plot': ""The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's creation turned bad and a unique ally who was born inside the digital domain of The Grid."", 'genres': ['Action', 'Adventure', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_SX400_.jpg', 'directors': ['Joseph Kosinski'], 'rating': Decimal('6.8'), 'rank': Decimal('502'), 'running_time_secs': Decimal('7620')}",2010,TRON: Legacy
"{'actors': ['Chris Brown', 'Hayden Christensen', 'Matt Dillon'], 'release_date': '2010-08-04T00:00:00Z', 'plot': 'A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.', 'genres': ['Action', 'Crime', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg4ODg5NzkzNl5BMl5BanBnXkFtZTcwNzAyODM5Mw@@._V1_SX400_.jpg', 'directors': ['John Luessenhop'], 'rating': Decimal('6'), 'rank': Decimal('1721'), 'running_time_secs': Decimal('6420')}",2010,Takers
"{'actors': ['Gemma Arterton', 'Luke Evans', 'Dominic Cooper'], 'release_date': '2010-05-18T00:00:00Z', 'plot': 'A young newspaper writer returns to her hometown in the English countryside, where her childhood home is being prepped for sale.', 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAyOTIyMjI0Nl5BMl5BanBnXkFtZTcwMzcyODE3Mw@@._V1_SX400_.jpg', 'directors': ['Stephen Frears'], 'rating': Decimal('6.2'), 'rank': Decimal('2942'), 'running_time_secs': Decimal('6660')}",2010,Tamara Drewe
"{'actors': ['Mandy Moore', 'Zachary Levi', 'Donna Murphy'], 'release_date': '2010-11-24T00:00:00Z', 'plot': 'The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.', 'genres': ['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_SX400_.jpg', 'directors': ['Nathan Greno', 'Byron Howard'], 'rating': Decimal('7.8'), 'rank': Decimal('358'), 'running_time_secs': Decimal('6000')}",2010,Tangled
"{'actors': ['Jon Foo', 'Kelly Overton', 'Cary-Hiroyuki Tagawa'], 'release_date': '2010-03-20T00:00:00Z', 'plot': ""Jin Kazama witnesses the death of his mother Jun by Tekken in the slums known as Anvil. After finding a Tekken ID he decides to seek out vengeance for his mother's death."", 'genres': ['Action', 'Crime', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE1ODM3MTI5MF5BMl5BanBnXkFtZTcwNjc3MDcxNQ@@._V1_SX400_.jpg', 'directors': ['Dwight H. Little'], 'rating': Decimal('4.8'), 'rank': Decimal('2511'), 'running_time_secs': Decimal('5520')}",2010,Tekken
"{'actors': ['Liam Neeson', 'Bradley Cooper', 'Sharlto Copley'], 'release_date': '2010-06-03T00:00:00Z', 'plot': 'A group of Iraq War veterans looks to clear their name with the U.S. military, who suspect the four men of committing a crime for which they were framed.', 'genres': ['Action', 'Adventure', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc4ODc4NTQ1N15BMl5BanBnXkFtZTcwNDUxODUyMw@@._V1_SX400_.jpg', 'directors': ['Joe Carnahan'], 'rating': Decimal('6.8'), 'rank': Decimal('1024'), 'running_time_secs': Decimal('7020')}",2010,The A-Team
"{'actors': ['George Clooney', 'Paolo Bonacelli', 'Violante Placido'], 'release_date': '2010-09-01T00:00:00Z', 'plot': 'An assassin hides out in Italy for one last assignment.', 'genres': ['Crime', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAxMDg1NDcxM15BMl5BanBnXkFtZTcwODc3MDg1Mw@@._V1_SX400_.jpg', 'directors': ['Anton Corbijn'], 'rating': Decimal('6.4'), 'rank': Decimal('2104'), 'running_time_secs': Decimal('6300')}",2010,The American
"{'actors': ['Jennifer Lopez', ""Alex O'Loughlin"", 'Michaela Watkins'], 'release_date': '2010-04-23T00:00:00Z', 'plot': 'A romantic comedy centered on a woman who conceives twins through artificial insemination, only to meet the man of her dreams on the very same day.', 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNjAzODM4NTc1OF5BMl5BanBnXkFtZTcwNDU2ODUzMw@@._V1_SX400_.jpg', 'directors': ['Alan Poul'], 'rating': Decimal('4.9'), 'rank': Decimal('1723'), 'running_time_secs': Decimal('6360')}",2010,The Back-up Plan
"{'actors': ['Ryan Phillippe', 'Malin Akerman', 'Taylor Kitsch'], 'release_date': '2010-09-15T00:00:00Z', 'plot': 'A drama based on the true-life experiences of four combat photographers capturing the final days of apartheid in South Africa.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjIxNDIyMDU2Ml5BMl5BanBnXkFtZTcwODUxMTA4NA@@._V1_SX400_.jpg', 'directors': ['Steven Silver'], 'rating': Decimal('6.7'), 'rank': Decimal('3507'), 'running_time_secs': Decimal('6360')}",2010,The Bang Bang Club
"{'actors': ['Denzel Washington', 'Mila Kunis', 'Ray Stevenson'], 'release_date': '2010-01-11T00:00:00Z', 'plot': 'A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.', 'genres': ['Action', 'Adventure', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTgwNTY1MjIzMF5BMl5BanBnXkFtZTcwMjE3NTUwMw@@._V1_SX400_.jpg', 'directors': ['Albert Hughes', 'Allen Hughes'], 'rating': Decimal('6.8'), 'rank': Decimal('611'), 'running_time_secs': Decimal('7080')}",2010,The Book of Eli
"{'actors': ['Jennifer Aniston', 'Gerard Butler', 'Gio Perez'], 'release_date': '2010-03-17T00:00:00Z', 'plot': 'A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure.', 'genres': ['Action', 'Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTUwNjY4MjY0MV5BMl5BanBnXkFtZTcwNTA2OTYwMw@@._V1_SX400_.jpg', 'directors': ['Andy Tennant'], 'rating': Decimal('5.3'), 'rank': Decimal('2020'), 'running_time_secs': Decimal('6600')}",2010,The Bounty Hunter
"{'actors': ['Ben Barnes', 'Skandar Keynes', 'Georgie Henley'], 'release_date': '2010-12-02T00:00:00Z', 'plot': 'Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.', 'genres': ['Adventure', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNjQ2MDQzMzExNl5BMl5BanBnXkFtZTcwMTYzOTc5Mw@@._V1_SX400_.jpg', 'directors': ['Michael Apted'], 'rating': Decimal('6.3'), 'rank': Decimal('1150'), 'running_time_secs': Decimal('6780')}",2010,The Chronicles of Narnia: The Voyage of the Dawn Treader
"{'actors': ['Tabrett Bethell', 'Freya Stafford', 'Andy Whitfield'], 'release_date': '2010-07-25T00:00:00Z', 'plot': ""While traveling across country with her fiance, Beth wakes alone in an isolated clinic to a mother's worst nightmare. Just how far will she go to save her child?"", 'genres': ['Crime', 'Horror', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkwMzUwMjQ5NV5BMl5BanBnXkFtZTcwOTMyMzY2Mw@@._V1_SX400_.jpg', 'directors': ['James Rabbitts'], 'rating': Decimal('5.2'), 'rank': Decimal('4999'), 'running_time_secs': Decimal('5640')}",2010,The Clinic
"{'actors': ['Ben Affleck', 'Chris Cooper', 'Tommy Lee Jones'], 'release_date': '2010-01-22T00:00:00Z', 'plot': 'The story centers on a year in the life of three men trying to survive a round of corporate downsizing at a major company - and how that affects them, their families, and their communities.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQxMTgyNDc5M15BMl5BanBnXkFtZTcwMzk4OTM5Mw@@._V1_SX400_.jpg', 'directors': ['John Wells'], 'rating': Decimal('6.7'), 'rank': Decimal('2810'), 'running_time_secs': Decimal('6240')}",2010,The Company Men
"{'actors': ['Robin Wright', 'James McAvoy', 'Tom Wilkinson'], 'release_date': '2010-09-11T00:00:00Z', 'plot': 'Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.', 'genres': ['Crime', 'Drama', 'History'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTczMDI0MzQ3MV5BMl5BanBnXkFtZTcwMjU5NTc0NA@@._V1_SX400_.jpg', 'directors': ['Robert Redford'], 'rating': Decimal('6.9'), 'rank': Decimal('2995'), 'running_time_secs': Decimal('7320')}",2010,The Conspirator
"{'actors': ['Radha Mitchell', 'Timothy Olyphant', 'Danielle Panabaker'], 'release_date': '2010-02-23T00:00:00Z', 'plot': 'About the inhabitants of a small Iowa town suddenly plagued by insanity and then death after a mysterious toxin contaminates their water supply.', 'genres': ['Horror', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAzMDU5OTg0NV5BMl5BanBnXkFtZTcwNDQ4MjcwMw@@._V1_SX400_.jpg', 'directors': ['Breck Eisner'], 'rating': Decimal('6.5'), 'rank': Decimal('1670'), 'running_time_secs': Decimal('6060')}",2010,The Crazies
"{'actors': ['Helen Mirren', 'Sam Worthington', 'Tom Wilkinson'], 'release_date': '2010-09-04T00:00:00Z', 'plot': '1965, three Mossad agents cross into East Berlin to apprehend a notorious Nazi war criminal. Thirty years later, the secrets the agents share come back to haunt them.', 'genres': ['Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjY0Mzk5MjIwNl5BMl5BanBnXkFtZTcwNzg5MDYyNQ@@._V1_SX400_.jpg', 'directors': ['John Madden'], 'rating': Decimal('6.8'), 'rank': Decimal('2112'), 'running_time_secs': Decimal('6780')}",2010,The Debt
"{'actors': ['Sylvester Stallone', 'Jason Statham', 'Jet Li'], 'release_date': '2010-08-03T00:00:00Z', 'plot': 'A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.', 'genres': ['Action', 'Adventure', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_SX400_.jpg', 'directors': ['Sylvester Stallone'], 'rating': Decimal('6.4'), 'rank': Decimal('556'), 'running_time_secs': Decimal('6180')}",2010,The Expendables
"{'actors': ['Adrien Brody', 'Cam Gigandet', 'Forest Whitaker'], 'release_date': '2010-07-15T00:00:00Z', 'plot': '26 men are chosen to participate in the roles of guards and prisoners in a psychological study that ultimately spirals out of control.', 'genres': ['Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk5MDQ4OTQ3NF5BMl5BanBnXkFtZTcwMzQ2NjU4Mw@@._V1_SX400_.jpg', 'directors': ['Paul Scheuring'], 'rating': Decimal('6.3'), 'rank': Decimal('2318'), 'running_time_secs': Decimal('5760')}",2010,The Experiment
